gps_motion_correlation,session_continuity,zone_visit_freq
0.9248357076505617,0.8305728723084395,48.71122621311246
0.8930867849414408,0.8199864447748145,44.90906194688431
0.9323844269050346,0.839135865388976,54.8535990755319
0.9761514928204013,0.9079731253402065,41.508951490097765
0.8882923312638332,0.8553606242254058,53.05665568642596
0.888293152152541,0.9256807232115548,42.68745431187043
0.9789606407753696,0.9017356874376281,41.02340614724946
0.9383717364576455,0.8015747893280973,43.62512565174988
0.8765262807032524,0.9327487792110846,46.24592553516038
0.9271280021792982,0.9405399322795855,49.51170164066297
0.8768291153593769,0.8503068662582574,52.35455795111114
0.8767135123214872,0.9210095771447496,13.116347085715558
0.9120981135783017,0.85717508812954,41.92349442253235
0.8043359877671101,0.9048835188374168,46.08430022643961
0.8137541083743484,0.8367750796522517,65.0506203860833
0.8718856235379514,0.8103446773732712,39.19997391617868
0.8493584439832789,0.8808591405193515,51.627966180999124
0.9157123666297637,0.8938135526862582,64.95030309735837
0.8545987962239394,0.8801160153192699,36.870314700527274
0.8293848149332355,0.840798472088872,53.93975225864402
0.9732824384460778,0.8800050468934432,41.977281660654796
0.8887111849756733,0.9134647376290367,44.95366257710766
0.9033764102343962,0.8977553484938732,41.96889166046685
0.8287625906893272,0.9091250515299607,42.68142691584114
0.8727808637737409,0.8664942399772884,77.21912147906492
0.9055461294854933,0.958585895735808,58.44455872071666
0.8424503211288848,0.841191333172261,61.01737861786209
0.9187849009172836,0.9243780148543359,54.91993486836496
0.8699680655040598,0.9590945546479981,33.93743211598042
0.8854153125103362,0.9240454046374448,53.94957970323307
0.8699146693885301,0.8898737886467585,60.72929614507347
0.9926139092254469,0.873585147666851,41.466005259608885
0.8993251387631033,0.9518043825523128,59.65326667161126
0.847114453552205,0.8288512537369164,57.04336209854079
0.9411272456051595,0.8514937869810179,68.5204004481367
0.8389578175014489,0.880122111725414,45.82216987486381
0.9104431797502378,0.9618826878755999,39.023890177242734
0.8020164938060113,0.9189883818020448,46.383718906274545
